PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LATITUDE,LONGITUDE
Single Family Residential,1708 Princess Pl,Arlington,TX,76014,197000,3,2,Camelot Court Add,1656,9757,1968,44,119,,http://www.redfin.com/TX/Arlington/1708-Princess-Pl-76014/home/31451852,NTREIS,32.7054999,-97.0841127
Single Family Residential,901 E Lovers Ln,Arlington,TX,76010,165000,3,1.5,Arlington Terrace Add,960,9496,1953,46,172,,http://www.redfin.com/TX/Arlington/901-E-Lovers-Ln-76010/home/31379052,NTREIS,32.7140637,-97.0972281
Single Family Residential,1507 N Fielder Rd,Arlington,TX,76012,492500,5,3,Oak Glen Add,3265,31233,1983,47,151,,http://www.redfin.com/TX/Arlington/1507-N-Fielder-Rd-76012/home/31846075,NTREIS,32.7565129,-97.1313527
Single Family Residential,5505 Cavalry Post Dr,Arlington,TX,76017,359900,5,4,Turf Club Estates Add,3199,7754,1994,50,113,,http://www.redfin.com/TX/Arlington/5505-Cavalry-Post-Dr-76017/home/32345851,NTREIS,32.657034,-97.1393334
Single Family Residential,1825 Spotted Fawn Dr,Arlington,TX,76005,316999,2,2,Viridian Elements 55+,1746,3920,2021,55,182,284,http://www.redfin.com/TX/ARLINGTON/1825-SPOTTED-FAWN-DR-76005/home/169578819,NTREIS,32.798347,-97.088478
Single Family Residential,7325 Mansfield Cardinal Rd,Arlington,TX,76060,650000,4,3,1b & 1b3a,3838,146797,1966,56,169,,http://www.redfin.com/TX/Kennedale/7325-Mansfield-Cardinal-Rd-76060/home/32261305,NTREIS,32.6257605,-97.1940938
Single Family Residential,5110 Melia Dr,Arlington,TX,76001,359000,3,3,Melia Ranch Ph 3,2588,10019,2016,57,139,38,http://www.redfin.com/TX/ARLINGTON/5110-MELIA-DR-76001/home/106225536,NTREIS,32.631329,-97.191214
Single Family Residential,1000 Tanglewood Ln,Arlington,TX,76012,305000,4,3,Tanglewood Add,2190,15290,1969,57,139,,http://www.redfin.com/TX/Arlington/1000-Tanglewood-Ln-76012/home/32120652,NTREIS,32.7480563,-97.1438674
Single Family Residential,3401 Blue Forest Dr,Arlington,TX,76001,359900,4,3,Woodland Spgs Add,2653,10280,1993,57,136,,http://www.redfin.com/TX/Arlington/3401-Blue-Forest-Dr-76001/home/32389862,NTREIS,32.6290672,-97.1627174
Single Family Residential,2506 Southcrest Dr,Arlington,TX,76016,216000,4,2,Rushmoor Add,1780,8407,1978,59,121,,http://www.redfin.com/TX/Arlington/2506-Southcrest-Dr-76016/home/32005621,NTREIS,32.70238,-97.1741015
Townhouse,2401 St Gregory St,Arlington,TX,76013,299500,3,3,Graham Square,2470,4182,1978,61,121,8,http://www.redfin.com/TX/Arlington/2401-St-Gregory-St-76013/home/31612817,NTREIS,32.7290955,-97.1474224
Single Family Residential,2110 Laura Ln,Arlington,TX,76010,300000,4,3.5,Southmoor Add,4127,13416,1968,62,73,,http://www.redfin.com/TX/Arlington/2110-Laura-Ln-76010/home/32076341,NTREIS,32.7084836,-97.1029182
Single Family Residential,1608 Northridge Dr,Arlington,TX,76012,279900,3,2.5,Randol Mill Park Garden Home Sub,2439,3833,1976,62,115,53,http://www.redfin.com/TX/Arlington/1608-Northridge-Dr-76012/home/31942192,NTREIS,32.7582035,-97.14287
Single Family Residential,822 Oakwood Ln,Arlington,TX,76012,215000,3,2,Thompson H D Add,2128,20255,1940,62,101,,http://www.redfin.com/TX/Arlington/822-Oakwood-Ln-76012/home/32127220,NTREIS,32.7476658,-97.1407122
Single Family Residential,2105 Sharpshire Ln,Arlington,TX,76014,179900,3,1,Brittania Gardens,1385,7275,1982,63,130,,http://www.redfin.com/TX/Arlington/2105-Sharpshire-Ln-76014/home/31423539,NTREIS,32.6883787,-97.0747822
Single Family Residential,211 Mill Creek Dr,Arlington,TX,76010,299000,4,3,Mill Creek Estates Add,3429,12720,1967,64,87,,http://www.redfin.com/TX/Arlington/211-Mill-Creek-Dr-76010/home/31794145,NTREIS,32.7132931,-97.1100517
Single Family Residential,706 N Center St,Arlington,TX,76011,374990,3,2.5,"DAVIS, SOL ADDITION",1900,4530,2020,64,197,,http://www.redfin.com/TX/Arlington/706-N-Center-St-76011/home/32242203,NTREIS,32.7451409,-97.10712
Townhouse,704 N Center St,Arlington,TX,76011,414990,3,2.5,"DAVIS, SOL ADDITION",2417,4530,2020,64,172,,http://www.redfin.com/TX/Arlington/704-N-Center-St-76011/home/31179758,NTREIS,32.745144,-97.107421
Single Family Residential,408 N Pecan St,Arlington,TX,76011,399000,3,2.5,"Thomas, WS Heirs Addition",2417,4792,2020,64,165,,http://www.redfin.com/TX/Arlington/408-N-Pecan-St-76011/home/171328439,NTREIS,32.74118,-97.1084144
Single Family Residential,5701 Vandalia Trl,Arlington,TX,76017,245000,4,2,Rolling Acres Add,1907,6098,1996,66,128,,http://www.redfin.com/TX/Arlington/5701-Vandalia-Trl-76017/home/32432673,NTREIS,32.6508533,-97.1968333
Vacant Land,7302 Seclusion Ridge Dr,Arlington,TX,76001,239000,0,,Seclusion Ridge,,53317,,66,,125,http://www.redfin.com/TX/Arlington/7302-Seclusion-Ridge-Dr-76001/home/159416929,NTREIS,32.6258322,-97.1390465
Single Family Residential,1310 Blue Lake Blvd,Arlington,TX,76005,749900,5,4.5,Viridian Village 1d,4200,11151,2020,67,179,82,http://www.redfin.com/TX/ARLINGTON/1310-BLUE-LAKE-BLVD-76005/home/144045603,NTREIS,32.796095,-97.082207
Condo/Co-op,2720 Copper Creek Dr #217,Arlington,TX,76006,115000,1,1,Columbine The A Condo,698,251603,1983,69,165,228,http://www.redfin.com/TX/Arlington/2720-Copper-Creek-Dr-76006/unit-217/home/32328115,NTREIS,32.7824652,-97.1134123
Single Family Residential,7836 Bella Way,Arlington,TX,76001,340990,4,2.5,Highcroft Estates,2565,10019,2021,69,133,67,http://www.redfin.com/TX/Arlington/7836-Bella-Way-76001/home/173637677,NTREIS,32.61618,-97.186415
Single Family Residential,4819 Beaver Creek Dr,Arlington,TX,76005,426296,2,2,Viridian Elements 55+,2044,5532,2020,70,209,284,http://www.redfin.com/TX/Arlington/4819-Beaver-Creek-Dr-76005/home/169578994,NTREIS,32.80966,-97.072842
Single Family Residential,6803 Keeler Dr,Arlington,TX,76001,260000,3,2,Stonebrook Estates Add,1919,6142,1986,71,135,,http://www.redfin.com/TX/Arlington/6803-Keeler-Dr-76001/home/32378347,NTREIS,32.6349824,-97.1189666
Single Family Residential,6210 Wentworth Ct,Arlington,TX,76001,249900,3,2,Paradise,1651,9714,1984,72,151,,http://www.redfin.com/TX/Arlington/6210-Wentworth-Ct-76001/home/32338171,NTREIS,32.6453972,-97.1697875
Townhouse,125 Garden Ct W,Arlington,TX,76010,402645,2,2.5,Main 7 Townhome Addition,1579,,2020,72,255,100,http://www.redfin.com/TX/Arlington/125-Garden-CT-W-76010/home/173622695,NTREIS,32.736195,-97.110892
Multi-Family (2-4 Unit),2500 Hollandale Cir,Arlington,TX,76010,259000,3,4,Hollandale Add,2482,8146,1970,72,104,,http://www.redfin.com/TX/Arlington/2500-Hollandale-Cir-76010/home/31677427,NTREIS,32.7320528,-97.0646967
Townhouse,123 Garden Ct W,Arlington,TX,76010,510370,3,3.5,Main 7 Townhome Addition,2219,,2020,76,230,100,http://www.redfin.com/TX/Arlington/123-Garden-CT-W-76010/home/173583142,NTREIS,32.736602,-97.115601
Single Family Residential,4304 Meadow Hawk Dr,Arlington,TX,76005,417500,3,2.5,Viridian Village 2a,2648,4312,2017,76,158,79,http://www.redfin.com/TX/Arlington/4304-Meadow-Hawk-Dr-76005/home/144043008,NTREIS,32.8058296,-97.0825297
Single Family Residential,2116 River Bend Rd,Arlington,TX,76014,249000,3,2,Briar Meadow Add,1853,14898,1978,78,134,,http://www.redfin.com/TX/Arlington/2116-River-Bend-Rd-76014/home/31419567,NTREIS,32.6930371,-97.0731432
Single Family Residential,2614 Roberts Cir,Arlington,TX,76010,210000,3,2,Hollandale East Add,1682,7013,1959,78,125,,http://www.redfin.com/TX/Arlington/2614-Roberts-Cir-76010/home/32298649,NTREIS,32.7304844,-97.0613772
Single Family Residential,4404 Cypress Thorn Dr,Arlington,TX,76005,381127,2,2,Viridian,1702,4312,2020,85,224,21,http://www.redfin.com/TX/ARLINGTON/4404-CYPRESS-THORN-DR-76005/home/173398736,NTREIS,32.79401,-97.083271
Townhouse,4511 Smokey Quartz Ln,Arlington,TX,76005,302940,2,2.5,Viridian Village 2C,1509,2309,2020,85,201,226,http://www.redfin.com/TX/ARLINGTON/4511-SMOKEY-QUARTZ-LN-76005/home/173486713,NTREIS,32.801558,-97.079943
Townhouse,4509 Smokey Quartz Ln,Arlington,TX,76005,347980,3,2.5,Viridian Village 2C,2006,2875,2020,85,173,226,http://www.redfin.com/TX/ARLINGTON/4509-SMOKEY-QUARTZ-LN-76005/home/173486668,NTREIS,32.801489,-97.079945
Condo/Co-op,2428 Forest Brook Ln #1203,Arlington,TX,76006,118500,2,1,Forestbrook Condo,928,2744,1985,86,128,308,http://www.redfin.com/TX/Arlington/2428-Forest-Brook-Ln-76006/unit-1203/home/32380752,NTREIS,32.7748133,-97.0667678
Single Family Residential,1409 Mount Evans Trl,Arlington,TX,76005,483309,3,2.5,Viridian,2594,6142,2020,86,186,21,http://www.redfin.com/TX/Arlington/1409-Mount-Evans-Trl-76005/home/144043090,NTREIS,32.8068953,-97.0808312
Vacant Land,100 Nemo Ct,Arlington,TX,76010,365000,0,,South Center Street Twnhms,,6098,,87,,,http://www.redfin.com/TX/Arlington/100-Nemo-Ct-76010/home/31164752,NTREIS,32.7277532,-97.1062957
Single Family Residential,3930 Jasmine Fox Ln,Arlington,TX,76005,370000,3,2.5,Viridian Add,2319,4312,2012,88,160,82,http://www.redfin.com/TX/Arlington/3930-Jasmine-Fox-Ln-76005/home/44632656,NTREIS,32.7979217,-97.0915529
Townhouse,1920 Bel Air Dr,Arlington,TX,76010,245000,2,2.5,Abram Estates,1505,2004,2020,89,163,100,http://www.redfin.com/TX/Arlington/1920-Bel-Air-Dr-76010/home/169577382,NTREIS,32.7343339,-97.0786099
Townhouse,1918 Bel Air Dr,Arlington,TX,76010,242500,2,2.5,Abram Estates,1541,1830,2020,89,157,100,http://www.redfin.com/TX/Arlington/1918-Bel-Air-Dr-76010/home/169577381,NTREIS,32.7343339,-97.0786099
Single Family Residential,1916 Bel Air Dr,Arlington,TX,76010,245000,2,2.5,Abram Estates,1481,1830,2020,89,165,100,http://www.redfin.com/TX/Arlington/1916-Bel-Air-Dr-76010/home/169577380,NTREIS,32.7343339,-97.0786099
Single Family Residential,4825 Cypress Thorn Dr,Arlington,TX,76005,460914,3,2,Viridian Elements 55+,2212,6142,2021,94,208,24,http://www.redfin.com/TX/Arlington/4825-Cypress-Thorn-DR-76005/home/173379464,NTREIS,32.80966,-97.072842
Single Family Residential,1922 Bel Air Dr,Arlington,TX,76010,245000,2,2.5,Abram Estates,1544,2004,2020,97,159,100,http://www.redfin.com/TX/Arlington/1922-Bel-Air-Dr-76010/home/169577383,NTREIS,32.7343339,-97.0786099
Vacant Land,1502 W 2nd St,Arlington,TX,76013,799900,0,,Oak Hill Acres,,217800,1924,98,,,http://www.redfin.com/TX/Arlington/1502-W-2nd-St-76013/home/31850351,NTREIS,32.7310426,-97.1282613
Vacant Land,606 Setting Sun Ln,Arlington,TX,76012,75000,0,,Sunset Hills Arlington,,15202,,100,,50,http://www.redfin.com/TX/Arlington/606-Setting-Sun-Ln-76012/home/31090823,NTREIS,32.742318,-97.155465
Single Family Residential,2106 Overbrook Dr,Arlington,TX,76014,215000,4,2,Briar Meadow Add,1953,9191,1978,100,110,,http://www.redfin.com/TX/Arlington/2106-Overbrook-Dr-76014/home/31419535,NTREIS,32.6950068,-97.0740258
Vacant Land,906 Crowley Rd,Arlington,TX,76012,78900,0,,Interlochen Estates Add,,13199,,101,,,http://www.redfin.com/TX/Arlington/906-Crowley-Rd-76012/home/31703102,NTREIS,32.746652,-97.157273
Single Family Residential,814 Stamford Ave,Arlington,TX,76002,339911,4,2,Mayfield Farms,1888,6970,2020,101,180,56,http://www.redfin.com/TX/Arlington/Unknown-76002/home/173904825,NTREIS,32.624685,-97.097719
Single Family Residential,1611 E Lovers Ln,Arlington,TX,76010,225000,3,1.5,Plaza Terrace Addition,1320,9757,1960,105,170,,http://www.redfin.com/TX/Arlington/1611-E-Lovers-Ln-76010/home/31909886,NTREIS,32.7138422,-97.0856259
Single Family Residential,3300 Sheffield Dr,Arlington,TX,76013,299000,4,2,Woodland West Estates Add,2849,11326,1968,107,105,,http://www.redfin.com/TX/Arlington/3300-Sheffield-Dr-76013/home/32219690,NTREIS,32.7307675,-97.1606028
Single Family Residential,312 Pennsylvania Ave,Kennedale,TX,76060,475000,4,3.5,OAKHILL PARK ADDITION,3068,12240,2020,107,155,,http://www.redfin.com/TX/Kennedale/312-Pennsylvania-Ave-76060/home/32493575,NTREIS,32.65966,-97.221832
Single Family Residential,1400 Porto Bello Ct,Arlington,TX,76012,440000,4,3,Interlochen Estates Add,3390,32104,1981,114,130,35,http://www.redfin.com/TX/Arlington/1400-Porto-Bello-Ct-76012/home/31703046,NTREIS,32.7515086,-97.1594771
Single Family Residential,4510 Pleasantview Dr,Arlington,TX,76017,299000,0,1,"JOPLIN, L L SURVEY ABSTRACT 867 TRACT 2A06",456,81893,1973,120,656,,http://www.redfin.com/TX/Arlington/4510-Pleasantview-Dr-76017/home/32247867,NTREIS,32.6715574,-97.1745855
Single Family Residential,4710 Beaver Creek Dr,Arlington,TX,76005,594990,3,3,Viridian Elements,2977,8364,2020,122,200,282,http://www.redfin.com/TX/Arlington/4710-Beaver-Creek-Dr-76005/home/169578892,NTREIS,32.810615,-97.074971
Vacant Land,5403 Yaupon Dr,Arlington,TX,76018,200000,0,,Lacy W D Add,,45869,,126,,,http://www.redfin.com/TX/Arlington/5403-Yaupon-Dr-76018/home/35579963,NTREIS,32.657231,-97.106801
Single Family Residential,1503 Rose Willow Way,Arlington,TX,76005,405845,3,2.5,Viridian,2275,4312,2020,126,178,83,http://www.redfin.com/TX/ARLINGTON/1503-ROSE-WILLOW-WAY-76005/home/173082762,NTREIS,32.79401,-97.083271
Single Family Residential,1625 Rose Willow Way,Arlington,TX,76005,480674,3,2.5,Viridian,2335,4312,2020,126,206,83,http://www.redfin.com/TX/ARLINGTON/1625-ROSE-WILLOW-WAY-76005/home/173082760,NTREIS,32.79401,-97.083271
Single Family Residential,2308 W Lavender Ln,Arlington,TX,76013,260000,3,2,Green Meadows Add,1944,8364,1969,132,134,,http://www.redfin.com/TX/Arlington/2308-W-Lavender-Ln-76013/home/31624691,NTREIS,32.7108599,-97.1456452
Single Family Residential,2202 Prestonwood Dr,Arlington,TX,76012,419900,4,3,Prestonwood Estates Add,2981,30928,1975,133,141,,http://www.redfin.com/TX/Arlington/2202-Prestonwood-Dr-76012/home/31919991,NTREIS,32.7714056,-97.1344444
Condo/Co-op,1205 Calico Ln #2220,Arlington,TX,76011,147900,2,2,Cloisters Condo The,1025,2614,1981,133,144,255,http://www.redfin.com/TX/Arlington/1205-Calico-Ln-76011/unit-2220/home/32310924,NTREIS,32.7668208,-97.0926426
Single Family Residential,3102 Spring Oak Pl,Arlington,TX,76017,329900,4,3.5,Oak Lake Add,3175,5009,1992,139,104,121,http://www.redfin.com/TX/Arlington/3102-Spring-Oak-Pl-76017/home/32362492,NTREIS,32.6680374,-97.1584977
Vacant Land,1201 Viridian Park,Arlington,TX,76005,359900,0,,Viridian Village,,30056,,141,,79,http://www.redfin.com/TX/Arlington/1201-Viridian-Park-Ln-76005/home/52795696,NTREIS,32.794523,-97.0881227
Single Family Residential,4809 Beaver Creek Dr,Arlington,TX,76005,388052,2,2,Viridian Elements 55+,2044,5532,2021,141,190,284,http://www.redfin.com/TX/Arlington/4809-Beaver-Creek-Dr-76005/home/169578990,NTREIS,32.8124534,-97.0761726
Multi-Family (2-4 Unit),2606 Sherry St,Arlington,TX,76014,190000,3,2,Summer Place Twnhms Add,1250,3746,2020,142,152,,http://www.redfin.com/TX/Arlington/2606-Sherry-St-76014/home/32339943,NTREIS,32.7016149,-97.072342
Multi-Family (2-4 Unit),2604 Sherry St,Arlington,TX,76014,190000,3,2,Summer Place Twnhms Add,1250,3093,2020,142,152,,http://www.redfin.com/TX/Arlington/2604-Sherry-St-76014/home/32339942,NTREIS,32.701698,-97.072341
Condo/Co-op,2300 Bamboo Dr Unit N210,Arlington,TX,76006,131000,2,2,Arlington Oaks Condo,1031,2744,1983,144,127,310,http://www.redfin.com/TX/Arlington/2300-Bamboo-Dr-76006/unit-N210/home/32332472,NTREIS,32.7729607,-97.067925
Single Family Residential,1708 Scarborough Dr,Arlington,TX,76001,589900,3,2.5,Seclusion Rdg Add,2900,16074,2020,153,203,0,http://www.redfin.com/TX/Arlington/1708-Scarborough-Dr-76001/home/144042066,NTREIS,32.624722,-97.13775
Single Family Residential,5103 Timber Cove Ct,Arlington,TX,76017,700000,4,4.5,Deerwood Park Add,4858,14985,1988,153,144,20,http://www.redfin.com/TX/Arlington/5103-Timber-Cove-Ct-76017/home/32374754,NTREIS,32.6638646,-97.1478221
Single Family Residential,4421 Blue Holly Blvd,Arlington,TX,76005,500378,3,3,Viridian,2374,7405,2020,154,211,83,http://www.redfin.com/TX/ARLINGTON/4421-BLUE-HOLLY-BLVD-76005/home/167716802,NTREIS,32.807351,-97.075967
Single Family Residential,1612 Rose Willow Way,Arlington,TX,76005,490694,3,3.5,Viridian,2586,6142,2020,154,190,79,http://www.redfin.com/TX/ARLINGTON/1612-ROSE-WILLOW-WAY-76005/home/172664807,NTREIS,32.79401,-97.083271
Single Family Residential,10 HOME Pl,Dalworthington Gardens,TX,76016,1350000,5,7.5,Ashworth Homeplace,10130,70001,1991,166,133,240,http://www.redfin.com/TX/Arlington/10-Home-Pl-Ct-76016/home/32343965,NTREIS,32.6820924,-97.158867
Single Family Residential,3908 Trisha Val Ct,Arlington,TX,76016,899000,4,5,Watson T H Add,3991,104544,1978,172,225,,http://www.redfin.com/TX/Arlington/3908-Trisha-Val-Ct-76016/home/32156858,NTREIS,32.6871728,-97.1701781
Single Family Residential,116 S Joplin Rd,Kennedale,TX,76060,325000,3,2.5,Rayburn L C Sub,1644,84071,1982,174,198,,http://www.redfin.com/TX/Kennedale/116-S-Joplin-Rd-76060/home/31035139,NTREIS,32.6368625,-97.1892341
Single Family Residential,2001 Dancer Dr,Arlington,TX,76013,749000,3,3.5,Woodland Park Estates Add,5400,16117,2005,181,139,,http://www.redfin.com/TX/Arlington/2001-Dancer-Dr-76013/home/32215888,NTREIS,32.7133052,-97.1745434
Single Family Residential,5304 BRADLEY Ln,Arlington,TX,76017,304900,4,2.5,StageCoach Estates Addition,2496,7492,2001,182,122,,http://www.redfin.com/TX/Arlington/5304-Bradley-Ln-76017/home/32381108,NTREIS,32.6565316,-97.1893183
Townhouse,4251 Snow Goose Trl,Arlington,TX,76005,319900,3,2.5,Viridian Ph 1g,2018,3136,2018,183,159,223,http://www.redfin.com/TX/ARLINGTON/4251-SNOW-GOOSE-TRL-76005/home/144046413,NTREIS,32.803165,-97.095033
Condo/Co-op,2312 Balsam Dr Unit A208,Arlington,TX,76006,126500,2,1,Arlington Oaks Condo,931,2483,1980,185,136,308,http://www.redfin.com/TX/Arlington/2312-Balsam-Dr-76006/unit-A208/home/32295859,NTREIS,32.7729607,-97.067925
Single Family Residential,1105 Viridian Park Ln,Arlington,TX,76005,1450000,5,5.5,Viridian Add,5600,26397,2018,189,259,79,http://www.redfin.com/TX/Arlington/1105-Viridian-Park-Ln-76005/home/44637458,NTREIS,32.7954289,-97.090776
Single Family Residential,3308 Sunset Oaks St,Dalworthington Gardens,TX,76016,475000,3,4,Brookside Park Add,2749,14375,1975,200,173,,http://www.redfin.com/TX/Arlington/3308-Sunset-Oaks-St-76016/home/31430803,NTREIS,32.6924876,-97.1597927
Single Family Residential,508 S Fielder Rd,Arlington,TX,76013,699900,4,4.5,Grays Nursery Add,6329,38943,1965,201,111,,http://www.redfin.com/TX/Arlington/508-S-Fielder-Rd-76013/home/31614770,NTREIS,32.731974,-97.1323129
Single Family Residential,1801 Inca Rose Ln,Arlington,TX,76005,732957,4,4,Viridian 65s,3561,10367,2020,204,206,83,http://www.redfin.com/TX/Arlington/Inca-Rose-Ln-76005/home/169573441,NTREIS,32.796195,-97.077671
Single Family Residential,1938 Chieftain Ln,Arlington,TX,76010,262500,3,3,Abram Estates,1825,1350,2019,206,144,100,http://www.redfin.com/TX/Arlington/1938-Chieftain-Ln-76010/home/169577360,NTREIS,32.7347499,-97.0786135
Vacant Land,2329 Stone Bridge Dr,Arlington,TX,76006,115000,0,,Forest Hills Add,,12632,,211,,106,http://www.redfin.com/TX/Arlington/2329-Stone-Bridge-Dr-76006/home/32370641,NTREIS,32.788798,-97.068396
Condo/Co-op,2114 Reflection Bay Dr,Arlington,TX,76013,224200,2,2,Reflection Bay Condo On Lake Arl,1676,3703,1985,223,134,595,http://www.redfin.com/TX/Arlington/2114-Reflection-Bay-Dr-76013/home/32378184,NTREIS,32.7117178,-97.1993863
Single Family Residential,6307 W Poly Webb Rd,Arlington,TX,76016,515000,3,2.5,Shelton Estates Add,3336,17598,2020,236,154,,http://www.redfin.com/TX/Arlington/6307-W-Poly-Webb-Rd-76016/home/32264269,NTREIS,32.6787189,-97.2065833
Vacant Land,2315 W Green Oaks Blvd,Arlington,TX,76016,150000,0,,Shady Oaks Gardens Sub,,11326,,255,,,http://www.redfin.com/TX/Arlington/2315-W-Green-Oaks-Blvd-76016/home/35590109,NTREIS,32.706249,-97.190524
Single Family Residential,4402 Moores Lndg,Arlington,TX,76016,384990,4,2.5,Knott's Landing on Little Road,2571,5663,2020,267,150,58,http://www.redfin.com/TX/Arlington/Moore-s-Lndg-76016/home/113469708,NTREIS,32.701051,-97.176752
Single Family Residential,7006 Riesling Way,Arlington,TX,76001,685000,4,4,Mondavi Estates,3806,10019,2020,283,180,50,http://www.redfin.com/TX/Arlington/7006-Riesling-Way-76001/home/31200569,NTREIS,32.631002,-97.158192
Single Family Residential,7005 Bridlewood Dr,Arlington,TX,76002,274900,3,2,Windtree Ridge Add,1756,6403,1999,324,157,,http://www.redfin.com/TX/Arlington/7005-Bridlewood-Dr-76002/home/32456168,NTREIS,32.630258,-97.1143618
Vacant Land,5705 Forrest Green Ct,Arlington,TX,76016,80000,0,,Forrest Green Add,,7884,,326,,,http://www.redfin.com/TX/Arlington/5705-Forrest-Green-Ct-76016/home/32331435,NTREIS,32.688266,-97.192927
Single Family Residential,1002 Live Oak Ln,Arlington,TX,76012,234900,3,2.5,Oaks The Arlington,3981,19994,1966,372,59,,http://www.redfin.com/TX/Arlington/1002-Live-Oak-Ln-76012/home/32124831,NTREIS,32.7477452,-97.1562371
Single Family Residential,2906 Shadow Dr W,Arlington,TX,76006,2500000,4,6.5,Coleman Madison Add,10076,110947,2003,457,248,,http://www.redfin.com/TX/Arlington/2906-W-Shadow-Dr-76006/home/31485120,NTREIS,32.7859255,-97.0721646
Vacant Land,1800 Ne Green Oaks Blvd,Arlington,TX,76006,1100000,0,,Meridian Add,,189922,,665,,,http://www.redfin.com/TX/Arlington/1800-NE-Green-Oaks-Blvd-76006/home/160717875,NTREIS,32.7765363,-97.083083
Single Family Residential,6315 Millwood Ct,Arlington,TX,76016,440000,4,3,Tiffany Estates,2930,19863,1996,2282,150,,http://www.redfin.com/TX/Arlington/6315-Millwood-Ct-76016/home/32418891,NTREIS,32.6920896,-97.2062019
Single Family Residential,4208 Aspen Grove CT,Arlington,TX,76005,389000,3,2.5,Arlington,2496,,2016,205,156,,http://www.redfin.com/TX/Arlington/4208-Aspen-Grove-CT-76005/home/172242812,Fizber.com,32.7356873,-97.1080627
Single Family Residential,1921 Spotted Fawn Dr,Arlington,TX,76005,317999,2,2,Elements at Viridian,1746,,2021,5,182,,http://www.redfin.com/TX/ARLINGTON/1921-SPOTTED-FAWN-DR-76005/home/169579009,NewHomeSource.com,32.8094,-97.0737
Single Family Residential,1805 Inca Rose Ln,Arlington,TX,76005,529502,4,3.5,Viridian Classics,3521,,2021,6,150,,http://www.redfin.com/TX/Arlington/Inca-Rose-Ln-76005/home/169573439,NewHomeSource.com,32.79401,-97.083271
Single Family Residential,1207 White Squall Trl,Arlington,TX,76005,476716,3,3,Viridian Classics,2374,,2021,8,201,,http://www.redfin.com/TX/Arlington/1207-White-Squall-Trl-76005/home/144042877,NewHomeSource.com,32.806582,-97.0850177
Single Family Residential,1501 Rose Willow Way,Arlington,TX,76005,394787,3,2.5,Viridian Cottage,1972,,2020,14,200,,http://www.redfin.com/TX/ARLINGTON/1501-ROSE-WILLOW-WAY-76005/home/173906775,NewHomeSource.com,32.79401,-97.083271
Single Family Residential,1421 Laurel Green Ct,Arlington,TX,76005,774990,4,4,Viridian - 65',3800,,2020,26,204,,http://www.redfin.com/TX/Arlington/1421-Laurel-Green-CT-76005/home/173963951,NewHomeSource.com,32.735594,-97.10711
Single Family Residential,1320 Isle Cove Dr,Arlington,TX,76005,1064990,4,4.5,Viridian - 75',4393,,2020,26,242,,http://www.redfin.com/TX/Arlington/1320-Isle-Cove-DR-76005/home/173430155,NewHomeSource.com,32.795726,-97.092054
Single Family Residential,1919 Spotted Fawn Dr,Arlington,TX,76005,322999,3,2,Elements at Viridian,1828,,2020,33,177,,http://www.redfin.com/TX/ARLINGTON/1919-SPOTTED-FAWN-DR-76005/home/169579008,NewHomeSource.com,32.8094,-97.0737
Single Family Residential,1508 Rose Willow Way,Arlington,TX,76005,408922,3,2.5,Viridian Cottage,2084,,2020,36,196,,http://www.redfin.com/TX/ARLINGTON/1508-ROSE-WILLOW-WAY-76005/home/173906709,NewHomeSource.com,32.79401,-97.083271
Single Family Residential,1911 Spotted Fawn Dr,Arlington,TX,76005,316999,2,2,Elements at Viridian,1746,,2020,40,182,,http://www.redfin.com/TX/ARLINGTON/1911-SPOTTED-FAWN-DR-76005/home/169579005,NewHomeSource.com,32.8094,-97.0737
Single Family Residential,1823 Spotted Fawn Dr,Arlington,TX,76005,323999,3,2,Elements at Viridian,1828,,2020,49,177,,http://www.redfin.com/TX/ARLINGTON/1823-SPOTTED-FAWN-DR-76005/home/169578821,NewHomeSource.com,32.8094,-97.0737
Single Family Residential,1319 Isle Cove Dr,Arlington,TX,76005,785810,4,3.5,Viridian Island 70' Homesites,4143,,2020,50,190,,http://www.redfin.com/TX/Arlington/1319-Isle-Cove-DR-76005/home/173791780,NewHomeSource.com,32.795238,-97.078523
Single Family Residential,1410 Laurel Green Ct,Arlington,TX,76005,768006,5,4.5,Viridian Island 70' Homesites,4030,,2020,50,191,,http://www.redfin.com/TX/Arlington/1410-Laurel-Green-CT-76005/home/173791777,NewHomeSource.com,32.795238,-97.078523
Single Family Residential,505 William Ct,Arlington,TX,76002,335900,3,2,Will's Place,1842,,2020,51,182,,http://www.redfin.com/TX/Arlington/Unknown-76002/home/173907407,NewHomeSource.com,32.635611,-97.102391
Single Family Residential,516 William Ct,Arlington,TX,76002,411900,4,2.5,Will's Place,3048,,2020,51,135,,http://www.redfin.com/TX/Arlington/Unknown-76002/home/173907415,NewHomeSource.com,32.635611,-97.102391
